,movieId,imdbId,tmdbId,youtubeId,title,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,year,full_link,views,dates,likes,dislikes
3491,87222,1302011,49444.0,YdaMGcOyfjM,Kung Fu Panda 2 (2011),Color,Jennifer Yuh Nelson,284.0,90.0,90.0,15.0,Gary Oldman,11000.0,165230261.0,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,Kung Fu Panda 2 ,182718,21015,Mike Bell,0.0,china|kung fu|panda|peacock|tigress,http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,209.0,English,USA,PG,150000000.0,2011.0,10000.0,7.3,2.35,20000,2011,https://www.youtube.com/watch?v=YdaMGcOyfjM,21421065,2010118,25987,1749
3492,87232,1270798,49538.0,o8ccSiH4olo,X-Men: First Class (2011),Color,Matthew Vaughn,500.0,132.0,905.0,1000.0,Michael Fassbender,34000.0,146405371.0,Action|Adventure|Sci-Fi,Jennifer Lawrence,X-Men: First Class ,518537,50983,Oliver Platt,3.0,cia|cia agent|mutant|nuclear war|professor,http://www.imdb.com/title/tt1270798/?ref_=fn_tt_tt_1,698.0,English,USA,PG-13,160000000.0,2011.0,13000.0,7.8,2.35,54000,2011,https://www.youtube.com/watch?v=o8ccSiH4olo,NaN,NaN,NaN,NaN
3493,87234,1440292,49020.0,P-WCCdkVDr4,Submarine (2010),Color,Richard Ayoade,249.0,97.0,0.0,594.0,Paddy Considine,920.0,466702.0,Comedy|Drama|Romance,Craig Roberts,Submarine ,65877,3275,Sally Hawkins,1.0,15 year old|school|teen comedy|teen movie|virginity,http://www.imdb.com/title/tt1440292/?ref_=fn_tt_tt_1,100.0,English,UK,R,,2010.0,680.0,7.3,1.85,17000,2010,https://www.youtube.com/watch?v=P-WCCdkVDr4,1842924,2011425,10171,205
3494,87298,1531663,45658.0,MZC-s2oNLT0,Everything Must Go (2010),Color,Dan Rush,155.0,97.0,7.0,939.0,Scott Takeda,8000.0,2711210.0,Comedy|Drama,Will Ferrell,Everything Must Go ,40305,10517,Stephen Root,1.0,alcoholic|beer|bicycle|new neighbor|yard sale,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,86.0,English,USA,R,5000000.0,2010.0,981.0,6.4,2.35,0,2010,https://www.youtube.com/watch?v=MZC-s2oNLT0,345362,201192,478,45
3495,87304,1532503,55347.0,rXUFUp6vsxg,Beginners (2010),Color,Mike Mills,261.0,105.0,101.0,157.0,Lou Taylor Pucci,1000.0,5776314.0,Comedy|Drama|Romance,Goran Visnjic,Beginners ,73349,2016,Mary Page Keller,4.0,actress|cancer|death|french|gay relationship,http://www.imdb.com/title/tt1532503/?ref_=fn_tt_tt_1,142.0,English,USA,R,3200000.0,2010.0,394.0,7.2,1.85,15000,2010,https://www.youtube.com/watch?v=rXUFUp6vsxg,2568966,201121,6483,243
3496,87306,1650062,37686.0,Qt0TMMYsWOg,Super 8 (2011),Color,J.J. Abrams,539.0,112.0,14000.0,417.0,AJ Michalka,1000.0,126975169.0,Mystery|Sci-Fi|Thriller,Joel Courtney,Super 8 ,287822,3388,Zach Mills,0.0,deputy|group of friends|time|train|train crash,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1,849.0,English,USA,PG-13,50000000.0,2011.0,560.0,7.1,2.35,37000,2011,https://www.youtube.com/watch?v=Qt0TMMYsWOg,84239,2010513,47,5
3497,87314,979434,41382.0,TBtplgiBm2k,Lottery Ticket (2010),Color,Erik White,62.0,99.0,17.0,826.0,Loretta Devine,918.0,24708699.0,Comedy,Brandon T. Jackson,Lottery Ticket ,7991,4797,Shad Moss,7.0,block party|eurocopter ec120 colibri|fortune cookie|lottery ticket|reverend,http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1,30.0,English,USA,PG-13,,2010.0,912.0,4.9,2.35,0,2010,https://www.youtube.com/watch?v=TBtplgiBm2k,2995242,201047,5038,386
3498,87430,1133985,44912.0,W7w07MLhhb4,Green Lantern (2011),Color,Martin Campbell,436.0,123.0,258.0,326.0,Temuera Morrison,16000.0,116593191.0,Action|Adventure|Sci-Fi,Ryan Reynolds,Green Lantern ,223393,17657,Taika Waititi,2.0,autopsy|lantern|planet|ring|test pilot,http://www.imdb.com/title/tt1133985/?ref_=fn_tt_tt_1,550.0,English,USA,PG-13,200000000.0,2011.0,368.0,5.6,2.35,24000,2011,https://www.youtube.com/watch?v=W7w07MLhhb4,54612,2011108,42,9
3499,87483,1396218,58224.0,GBVTtaJbMUI,Mr. Popper's Penguins (2011),Color,Mark Waters,189.0,94.0,70.0,497.0,Ophelia Lovibond,1000.0,68218041.0,Comedy|Family|Fantasy,Madeline Carroll,Mr. Popper's Penguins ,67191,2820,Philip Baker Hall,1.0,father|penguin|snowglobe|son|winter,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,108.0,English,USA,PG,55000000.0,2011.0,549.0,6.0,1.85,14000,2011,https://www.youtube.com/watch?v=GBVTtaJbMUI,NaN,NaN,NaN,NaN
3500,87485,1284575,52449.0,l3XVW676Rus,Bad Teacher (2011),Color,Jake Kasdan,286.0,97.0,52.0,384.0,John Michael Higgins,3000.0,100292856.0,Comedy,Justin Timberlake,Bad Teacher ,160418,5547,Phyllis Smith,0.0,boob job|breast enlargement|breast surgery|cheating on a test|ejaculation,http://www.imdb.com/title/tt1284575/?ref_=fn_tt_tt_1,296.0,English,USA,R,20000000.0,2011.0,957.0,5.7,1.85,16000,2011,https://www.youtube.com/watch?v=l3XVW676Rus,585869,2011411,1355,116
3501,87499,1391137,35688.0,H0IgfAs3tWg,Tyler Perry's Why Did I Get Married Too? (2010),Color,Tyler Perry,40.0,121.0,0.0,721.0,Cicely Tyson,2000.0,60072596.0,Comedy|Drama|Romance,Michael Jai White,Why Did I Get Married Too? ,7664,6657,Tasha Smith,8.0,question mark in title|returning character killed off|sequel|six word title|writer director,http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1,68.0,English,USA,PG-13,20000000.0,2010.0,907.0,4.4,1.85,0,2010,https://www.youtube.com/watch?v=H0IgfAs3tWg,165695,201022,400,48
3502,87520,1399103,38356.0,3H8bnKdf654,Transformers: Dark of the Moon (2011),Color,Michael Bay,428.0,154.0,0.0,581.0,Lester Speight,894.0,352358779.0,Action|Adventure|Sci-Fi,Glenn Morshower,Transformers: Dark of the Moon ,326180,2593,Kevin Dunn,2.0,autobot|decepticon|job interview|moon|spacecraft,http://www.imdb.com/title/tt1399103/?ref_=fn_tt_tt_1,899.0,English,USA,PG-13,195000000.0,2011.0,829.0,6.3,2.35,46000,2011,https://www.youtube.com/watch?v=3H8bnKdf654,53019791,2010129,107965,6101
3503,87522,1583420,59861.0,1UNtrqRG7GA,Larry Crowne (2011),Color,Tom Hanks,218.0,98.0,15000.0,392.0,Rob Riggle,15000.0,35565975.0,Comedy|Drama|Romance,Tom Hanks,Larry Crowne ,49205,16827,Randall Park,0.0,bus stop|college|community college|scooter|speech class,http://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1,184.0,English,USA,PG-13,30000000.0,2011.0,839.0,6.1,2.35,0,2011,https://www.youtube.com/watch?v=1UNtrqRG7GA,273663,201479,617,34
3504,87529,1240982,38319.0,FplWxtPzWY8,Your Highness (2011),Color,David Gordon Green,208.0,102.0,234.0,11000.0,Zooey Deschanel,20000.0,21557240.0,Adventure|Comedy|Fantasy,Natalie Portman,Your Highness ,85237,45202,James Franco,3.0,knight|prince|quest|rescue|thong bikini,http://www.imdb.com/title/tt1240982/?ref_=fn_tt_tt_1,274.0,English,USA,R,49900000.0,2011.0,11000.0,5.6,2.35,18000,2011,https://www.youtube.com/watch?v=FplWxtPzWY8,5530548,201113,8572,474
3505,87785,1135084,22907.0,0DItbZIVKhk,Takers (2010),Color,John Luessenhop,119.0,107.0,34.0,1000.0,Hayden Christensen,23000.0,57744720.0,Action|Crime|Thriller,Paul Walker,Takers ,46961,31529,Jay Hernandez,5.0,armored car|bank|falling out among thieves|heist|planning,http://www.imdb.com/title/tt1135084/?ref_=fn_tt_tt_1,132.0,English,USA,PG-13,20000000.0,2010.0,4000.0,6.2,2.35,0,2010,https://www.youtube.com/watch?v=0DItbZIVKhk,134011,2010913,113,6
3506,87790,1517177,53256.0,45C5lFxD6mk,Three (a.k.a. 3) (2010),Color,Tom Tykwer,76.0,119.0,670.0,9.0,Sebastian Schipper,24.0,59774.0,Comedy|Drama|Romance,Devid Striesow,3 ,4212,69,Sophie Rois,0.0,female nudity|full frontal female nudity|male frontal nudity|menage a trois|pubic hair,http://www.imdb.com/title/tt1517177/?ref_=fn_tt_tt_1,18.0,German,Germany,Unrated,,2010.0,20.0,6.8,2.35,2000,2010,https://www.youtube.com/watch?v=45C5lFxD6mk,188367,2011712,261,10
3507,87867,1222817,38317.0,ak-pN_ZwvG4,Zookeeper (2011),Color,Frank Coraci,178.0,102.0,153.0,269.0,Leslie Bibb,3000.0,80360866.0,Comedy|Family|Romance,Rosario Dawson,Zookeeper ,44662,5392,Nicholas Turturro,1.0,champagne bottle|coca cola|jewelry box|red bull|zoo,http://www.imdb.com/title/tt1222817/?ref_=fn_tt_tt_1,127.0,English,USA,PG,80000000.0,2011.0,1000.0,5.2,2.35,0,2011,https://www.youtube.com/watch?v=ak-pN_ZwvG4,NaN,NaN,NaN,NaN
3508,87869,1499658,51540.0,dt0e-TmfPQg,Horrible Bosses (2011),Color,Seth Gordon,340.0,106.0,91.0,64.0,Lindsay Sloane,18000.0,117528646.0,Comedy|Crime,Kevin Spacey,Horrible Bosses ,353442,18669,Reginald Ballard,5.0,black comedy|boss|chemical company|dental assistant|murder,http://www.imdb.com/title/tt1499658/?ref_=fn_tt_tt_1,387.0,English,USA,R,35000000.0,2011.0,464.0,6.9,2.35,31000,2011,https://www.youtube.com/watch?v=dt0e-TmfPQg,19747,2011108,7,1
3509,87876,1216475,49013.0,wmd-qmO_wFI,Cars 2 (2011),Color,John Lasseter,304.0,106.0,487.0,776.0,Thomas Kretschmann,1000.0,191450875.0,Adventure|Animation|Comedy|Family|Sport,Joe Mantegna,Cars 2 ,101178,4482,Eddie Izzard,0.0,best friend|car race|conspiracy|gadget car|spy,http://www.imdb.com/title/tt1216475/?ref_=fn_tt_tt_1,283.0,English,USA,G,200000000.0,2011.0,919.0,6.3,2.35,10000,2011,https://www.youtube.com/watch?v=wmd-qmO_wFI,3813936,20101021,2119,366
3510,87964,1247644,44990.0,uEeDVtSPO_w,Breaking Upwards (2010),Color,Daryl Wein,22.0,88.0,38.0,211.0,Heather Burns,331.0,76382.0,Romance,Zoe Lister-Jones,Breaking Upwards ,1194,1546,Ebon Moss-Bachrach,2.0,,http://www.imdb.com/title/tt1247644/?ref_=fn_tt_tt_1,8.0,English,USA,,15000.0,2009.0,212.0,6.2,2.35,324,2010,https://www.youtube.com/watch?v=uEeDVtSPO_w,79902,2009223,78,13
3511,87973,1074191,20055.0,duVAwNkux08,"Betrayed, The (2009)",Color,Amanda Gusack,15.0,98.0,0.0,31.0,Christian Campbell,368.0,,Crime|Drama|Mystery|Thriller,Alice Krige,The Betrayed ,1634,668,Blaine Anderson,0.0,blood splatter|ski mask|stolen money|vomiting|warehouse,http://www.imdb.com/title/tt1074191/?ref_=fn_tt_tt_1,11.0,English,USA,,3500000.0,2008.0,168.0,6.1,1.85,127,2009,https://www.youtube.com/watch?v=duVAwNkux08,NaN,NaN,NaN,NaN
3512,88108,1067774,59860.0,Rxm_bVVhbr8,Monte Carlo (2011),Color,Thomas Bezucha,94.0,109.0,15.0,350.0,Luke Bracey,3000.0,23179303.0,Adventure|Comedy|Family|Romance,Leighton Meester,Monte Carlo ,32951,4257,Brett Cullen,3.0,cell phone|hotel|misunderstanding|monte carlo|young woman,http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1,44.0,English,Hungary,PG,20000000.0,2011.0,775.0,5.8,1.85,6000,2011,https://www.youtube.com/watch?v=Rxm_bVVhbr8,13158451,201148,38731,1989
3513,88118,1334553,66195.0,DVqMrcakPg0,"Perfect Host, The (2010)",Color,Nick Tomnay,112.0,93.0,11.0,271.0,Clayne Crawford,443.0,48430.0,Comedy|Crime|Thriller,David Hyde Pierce,The Perfect Host ,20176,1452,Nathaniel Parker,1.0,arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party,http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,73.0,English,USA,R,500000.0,2010.0,298.0,6.8,1.85,0,2010,https://www.youtube.com/watch?v=DVqMrcakPg0,629108,2011415,1221,122
3514,88129,780504,64690.0,lDO_OtAwV8s,Drive (2011),Color,Nicolas Winding Refn,676.0,100.0,0.0,228.0,Albert Brooks,33000.0,35054909.0,Crime|Drama,Ryan Gosling,Drive ,431578,34337,Russ Tamblyn,0.0,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,1264.0,English,USA,R,15000000.0,2011.0,745.0,7.8,2.35,81000,2011,https://www.youtube.com/watch?v=lDO_OtAwV8s,60289,2011921,41,6
3515,88138,1541995,58882.0,Aa93drpm30E,Snow Flower and the Secret Fan (2011),,Wayne Wang,56.0,104.0,61.0,451.0,Russell Wong,974.0,1346503.0,Drama|History,Bingbing Li,Snow Flower and the Secret Fan ,3024,2430,Ji-hyun Jun,0.0,car hitting pedestrian|china|fan|nineteenth century|reversal of fortune,http://www.imdb.com/title/tt1541995/?ref_=fn_tt_tt_1,22.0,English,China,PG-13,6000000.0,2011.0,595.0,6.1,2.35,0,2011,https://www.youtube.com/watch?v=Aa93drpm30E,526303,2011314,1111,47
3516,88140,458339,1771.0,jX-dpQAginE,Captain America: The First Avenger (2011),Color,Joe Johnston,510.0,124.0,394.0,2000.0,Dominic Cooper,11000.0,176636816.0,Action|Adventure|Sci-Fi,Chris Evans,Captain America: The First Avenger ,508818,19761,Hayley Atwell,0.0,arctic|captain america|scientist|tesseract|war bond,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,679.0,English,USA,PG-13,140000000.0,2011.0,3000.0,6.9,2.35,46000,2011,https://www.youtube.com/watch?v=jX-dpQAginE,4297944,201124,4947,208
3517,88163,1570728,50646.0,uGstgE0XnV8,"Crazy, Stupid, Love. (2011)",Color,Glenn Ficarra,310.0,118.0,43.0,7000.0,Emma Stone,33000.0,84244877.0,Comedy|Drama|Romance,Ryan Gosling,"Crazy, Stupid, Love. ",375456,57426,Steve Carell,7.0,bar|divorce|friend|girl|male objectification,http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1,292.0,English,USA,PG-13,50000000.0,2011.0,15000.0,7.4,2.39,44000,2011,https://www.youtube.com/watch?v=uGstgE0XnV8,223832,2011428,163,15
3518,88179,1563738,51828.0,zVuuooZqVaU,One Day (2011),Color,Lone Scherfig,221.0,107.0,92.0,358.0,Jim Sturgess,11000.0,13766014.0,Drama|Romance,Anne Hathaway,One Day ,106111,17627,Rafe Spall,0.0,23 year time span|accidental death|best friend|loss of loved one|male female friendship,http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1,181.0,English,USA,PG-13,15000000.0,2011.0,5000.0,7.0,2.35,49000,2011,https://www.youtube.com/watch?v=zVuuooZqVaU,8324800,201192,36030,742
3519,88192,1014806,63287.0,fbJOR5XHSN8,"Poker House, The (2008)",Color,Lori Petty,12.0,93.0,923.0,904.0,Chloë Grace Moretz,34000.0,,Drama,Jennifer Lawrence,The Poker House ,3943,52113,Bokeem Woodbine,3.0,basketball|drug abuse|interracial rape|iowa|tween girl,http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,24.0,English,USA,R,,2008.0,17000.0,6.5,1.85,599,2008,https://www.youtube.com/watch?v=fbJOR5XHSN8,582772,2008515,1005,53
3520,88194,1147684,27588.0,vGEK83CZ5Bw,Forget Me Not (2009),Color,Tyler Oliver,24.0,103.0,0.0,511.0,Chloe Bridges,35000.0,,Horror|Romance|Thriller,Bella Thorne,Forget Me Not ,4866,38121,Christopher Atkins,1.0,,http://www.imdb.com/title/tt1147684/?ref_=fn_tt_tt_1,38.0,English,USA,R,1300000.0,2009.0,516.0,5.2,2.35,969,2009,https://www.youtube.com/watch?v=vGEK83CZ5Bw,18584,201154,20,3
3521,88235,1540133,67913.0,iJxBKglv2zw,"Guard, The (2011)",Color,John Michael McDonagh,261.0,96.0,51.0,28.0,Fionnula Flanagan,3000.0,5359774.0,Comedy|Crime|Thriller,Don Cheadle,The Guard ,64794,3569,Wale Ojo,0.0,boat on fire|drug smuggling|fbi|fbi agent|small town,http://www.imdb.com/title/tt1540133/?ref_=fn_tt_tt_1,131.0,English,Ireland,R,6000000.0,2011.0,482.0,7.3,2.35,17000,2011,https://www.youtube.com/watch?v=iJxBKglv2zw,164048,2011622,80,3
3522,88237,1509803,66942.0,dqWEE6HBhuo,Griff the Invisible (2011),Color,Leon Ford,57.0,90.0,18.0,39.0,Patrick Brammall,130.0,,Comedy|Drama|Romance|Sci-Fi,Maeve Dermody,Griff the Invisible ,4173,362,Kelly Paterniti,1.0,alter ego|awkwardness|office|scientist|superhero,http://www.imdb.com/title/tt1509803/?ref_=fn_tt_tt_1,32.0,English,Australia,PG-13,,2010.0,96.0,6.1,1.85,0,2011,https://www.youtube.com/watch?v=dqWEE6HBhuo,76411,2011617,111,7
3523,88267,1449283,51162.0,hRT86ZggCEk,Winnie the Pooh (2011),Color,Stephen J. Anderson,162.0,63.0,15.0,69.0,Robert Lopez,759.0,26687172.0,Adventure|Animation|Comedy|Family|Musical,Craig Ferguson,Winnie the Pooh ,15600,1002,Huell Howser,0.0,disney|owl|rabbit|sequel|tiger,http://www.imdb.com/title/tt1449283/?ref_=fn_tt_tt_1,55.0,English,USA,G,30000000.0,2011.0,73.0,7.3,1.85,0,2011,https://www.youtube.com/watch?v=hRT86ZggCEk,3936413,20101112,14506,640
3524,88356,472181,41513.0,yhBpgqXwrt8,"Smurfs, The (2011)",Color,Raja Gosnell,172.0,103.0,67.0,111.0,Tim Gunn,383.0,142614158.0,Adventure|Animation|Comedy|Family|Fantasy,Mahadeo Shivraj,The Smurfs ,66593,692,Madison McKinley,3.0,blue|new york|new york city|no opening credits|smurf,http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1,153.0,English,USA,PG,110000000.0,2011.0,113.0,5.5,1.78,31000,2011,https://www.youtube.com/watch?v=yhBpgqXwrt8,3099428,2011311,3699,1229
3525,88380,1013860,43935.0,_mqp4QA9Om0,Dylan Dog: Dead of Night (2010),Color,Kevin Munroe,138.0,107.0,14.0,311.0,Laura Spencer,403.0,1183354.0,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Marco St. John,Dylan Dog: Dead of Night ,13026,1577,Anita Briem,1.0,close up of eyes|monster|quirkiness|supernatural|vomiting,http://www.imdb.com/title/tt1013860/?ref_=fn_tt_tt_1,75.0,English,USA,PG-13,20000000.0,2010.0,368.0,5.1,2.35,0,2010,https://www.youtube.com/watch?v=_mqp4QA9Om0,169373,2011321,432,72
3526,88405,1632708,50544.0,1IH9izEZf5E,Friends with Benefits (2011),Color,Will Gluck,238.0,109.0,87.0,923.0,Justin Timberlake,15000.0,55802754.0,Comedy|Romance,Mila Kunis,Friends with Benefits ,270228,20956,Masi Oka,2.0,blow job|female rear nudity|girl in panties|male objectification|no panties,http://www.imdb.com/title/tt1632708/?ref_=fn_tt_tt_1,194.0,English,USA,R,35000000.0,2011.0,3000.0,6.6,2.35,41000,2011,https://www.youtube.com/watch?v=1IH9izEZf5E,1089729,2011321,1331,148
3527,88423,1314190,68412.0,AYLVNf7OM-w,3 Backyards (2010),Color,Eric Mendelsohn,20.0,88.0,5.0,301.0,Edie Falco,795.0,,Drama,Embeth Davidtz,3 Backyards ,554,1884,Kathryn Erbe,0.0,number in title,http://www.imdb.com/title/tt1314190/?ref_=fn_tt_tt_1,23.0,English,USA,R,300000.0,2010.0,659.0,5.2,,92,2010,https://www.youtube.com/watch?v=AYLVNf7OM-w,NaN,NaN,NaN,NaN
3528,88468,1213012,12819.0,0fMow1FdboY,Alpha and Omega (2010),Color,Anthony Bell,84.0,90.0,0.0,518.0,Larry Miller,681.0,25077977.0,Adventure|Animation|Comedy|Family|Romance,Kevin Sussman,Alpha and Omega ,10986,2486,Christine Lakin,0.0,arranged marriage|geese|idaho|national park|park,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1,84.0,English,USA,PG,20000000.0,2010.0,611.0,5.3,1.85,0,2010,https://www.youtube.com/watch?v=0fMow1FdboY,10976,2012415,24,0
3529,88672,1637706,59968.0,CfyHY58lqCk,Our Idiot Brother (2011),Color,Jesse Peretz,179.0,90.0,37.0,1000.0,Adam Scott,11000.0,24809547.0,Comedy|Drama,Zooey Deschanel,Our Idiot Brother ,74875,15710,Steve Coogan,1.0,art model|farmer|jail|nude model|three sisters,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,115.0,English,USA,R,5000000.0,2011.0,3000.0,6.4,1.85,11000,2011,https://www.youtube.com/watch?v=CfyHY58lqCk,NaN,NaN,NaN,NaN
3530,88690,1756851,78381.0,xP7cQnOcU7I,Twixt (2011),Color,Francis Ford Coppola,112.0,88.0,0.0,507.0,Bruce Dern,1000.0,,Comedy|Fantasy|Horror|Mystery,Alden Ehrenreich,Twixt ,8589,3150,Joanne Whalley,0.0,ghost|hotel|murder|stake|what happened to epilogue,http://www.imdb.com/title/tt1756851/?ref_=fn_tt_tt_1,70.0,English,USA,R,7000000.0,2011.0,844.0,4.8,1.85,0,2011,https://www.youtube.com/watch?v=xP7cQnOcU7I,1981155,201182,3648,480
3531,88692,1185344,39806.0,9_l0XK43IZE,Princess Ka'iulani (2009),Color,Marc Forby,26.0,97.0,3.0,204.0,Will Patton,679.0,883887.0,Drama,Q'orianka Kilcher,Princess Kaiulani ,1201,1426,Shaun Evans,3.0,hawaii|hawaiian|historically inaccurate|princess|tearing up a letter,http://www.imdb.com/title/tt1185344/?ref_=fn_tt_tt_1,14.0,English,USA,PG,9000000.0,2009.0,537.0,6.2,2.35,0,2009,https://www.youtube.com/watch?v=9_l0XK43IZE,136388,201055,407,12
3532,88744,1318514,61791.0,EbCoDf44oCE,Rise of the Planet of the Apes (2011),Color,Rupert Wyatt,529.0,105.0,81.0,779.0,David Oyelowo,11000.0,176740650.0,Action|Drama|Sci-Fi|Thriller,James Franco,Rise of the Planet of the Apes ,403836,13118,Tyler Labine,0.0,alzheimer's disease|ape|chimpanzee|fire|when animals attack,http://www.imdb.com/title/tt1318514/?ref_=fn_tt_tt_1,646.0,English,USA,PG-13,93000000.0,2011.0,1000.0,7.6,2.35,47000,2011,https://www.youtube.com/watch?v=EbCoDf44oCE,10629023,201162,8497,783
3533,88785,1488555,49520.0,43Qc70ZeMFw,"Change-Up, The (2011)",Color,David Dobkin,215.0,118.0,71.0,634.0,Olivia Wilde,16000.0,37035845.0,Comedy|Fantasy,Ryan Reynolds,The Change-Up ,136680,28045,Mircea Monroe,2.0,best friend|fountain|law firm|lawyer|sex,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1,149.0,English,USA,R,52000000.0,2011.0,10000.0,6.4,2.35,13000,2011,https://www.youtube.com/watch?v=43Qc70ZeMFw,866059,2011621,3156,94
3534,88810,1454029,50014.0,l0dWCXCjX9o,"Help, The (2011)",Color,Tate Taylor,373.0,146.0,150.0,2000.0,Bryce Dallas Howard,15000.0,169705587.0,Drama,Emma Stone,The Help ,318955,23227,Mike Vogel,2.0,black servant|chocolate pie|jackson mississippi|maid|writing a novel,http://www.imdb.com/title/tt1454029/?ref_=fn_tt_tt_1,460.0,English,USA,PG-13,25000000.0,2011.0,3000.0,8.1,1.85,75000,2011,https://www.youtube.com/watch?v=l0dWCXCjX9o,948577,2011418,3101,84
3535,88812,1622547,62206.0,8oLOLTc6Qzc,30 Minutes or Less (2011),Color,Ruben Fleischer,220.0,83.0,181.0,459.0,Dilshad Vadsaria,731.0,37053924.0,Action|Comedy|Crime,Bianca Kajlich,30 Minutes or Less ,77935,1987,Fred Ward,3.0,bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal,http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,122.0,English,Germany,R,28000000.0,2011.0,579.0,6.1,2.35,0,2011,https://www.youtube.com/watch?v=8oLOLTc6Qzc,475770,2011430,1224,51
3536,88835,1922612,67675.0,NQ84hXdoZMg,Glee: The 3D Concert Movie (2011),Color,Kevin Tancharoen,67.0,84.0,64.0,748.0,Heather Morris,2000.0,11860839.0,Documentary|Music,Lea Michele,Glee: The 3D Concert Movie ,5156,4617,Kevin McHale,0.0,concert|live in concert recording|live performance,http://www.imdb.com/title/tt1922612/?ref_=fn_tt_tt_1,21.0,English,USA,PG,9000000.0,2011.0,892.0,5.4,1.85,0,2011,https://www.youtube.com/watch?v=NQ84hXdoZMg,3622728,2011715,7023,690
3537,88932,1622979,55779.0,tvioZFVD98A,Final Destination 5 (2011),Color,Steven Quale,277.0,92.0,77.0,495.0,Jacqueline MacInnes Wood,703.0,42575718.0,Horror,Emma Bell,Final Destination 5 ,83788,3074,Courtney B. Vance,0.0,blood splatter|death|eyeball run over by car|latex gloves|suspension bridge,http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,227.0,English,USA,R,40000000.0,2011.0,682.0,5.9,2.35,20000,2011,https://www.youtube.com/watch?v=tvioZFVD98A,967500,2011512,1603,266
3538,88934,1150947,51384.0,24QX4Jb-BtE,"Lovely, Still (2008)",Color,Nicholas Fackler,27.0,90.0,6.0,940.0,Ellen Burstyn,3000.0,124720.0,Drama|Romance,Adam Scott,"Lovely, Still ",1560,4987,Martin Landau,0.0,christmas|fable|old man,http://www.imdb.com/title/tt1150947/?ref_=fn_tt_tt_1,15.0,English,USA,PG,5000000.0,2008.0,1000.0,7.3,1.85,777,2008,https://www.youtube.com/watch?v=24QX4Jb-BtE,NaN,NaN,NaN,NaN
3539,88950,968264,60309.0,CmoESMxbIIY,"Conspirator, The (2010)",Color,Robert Redford,199.0,122.0,0.0,939.0,Tom Wilkinson,18000.0,11538204.0,Crime|Drama|History,Robin Wright,The Conspirator ,23696,21163,Stephen Root,0.0,john wilkes booth|lawyer|lincoln assassination|trial|truth,http://www.imdb.com/title/tt0968264/?ref_=fn_tt_tt_1,135.0,English,USA,PG-13,25000000.0,2010.0,1000.0,7.0,2.35,0,2010,https://www.youtube.com/watch?v=CmoESMxbIIY,28543,2011516,54,4
3540,88954,1268799,55465.0,DkxleZ-SpFs,"Very Harold & Kumar 3D Christmas, A (2011)",Color,Todd Strauss-Schulson,161.0,90.0,12.0,587.0,Thomas Lennon,786.0,35033759.0,Adventure|Comedy,Patton Oswalt,A Very Harold & Kumar 3D Christmas ,55008,2462,Paula Garcés,4.0,christmas|christmas tree|fire|new york city|stoner,http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1,93.0,English,USA,R,19000000.0,2011.0,651.0,6.3,2.35,21000,2011,https://www.youtube.com/watch?v=DkxleZ-SpFs,599365,2011812,2893,120
